loan_id,payment_date,amount,principal_amt,interest_amt,fee_amt,late_fee_amt,channel_id
L000464,2025-02-02,1072.37,1065.85,6.52,0.0,0.0,3
L000464,2025-03-04,1072.37,1065.85,6.52,1.0,0.0,1
L000464,2025-04-03,1072.37,1065.85,6.52,1.0,0.0,3
L000464,2025-05-03,1072.37,1065.85,6.52,0.0,0.0,3
L000464,2025-06-02,1072.37,1065.85,6.52,0.0,0.0,1
L000464,2025-07-02,1072.37,1065.85,6.52,0.0,0.0,2
L000465,2023-12-16,1716.73,1709.46,7.27,1.0,0.0,1
L000465,2024-01-15,1716.73,1709.46,7.27,0.0,0.0,1
L000465,2024-02-14,1716.73,1709.46,7.27,2.5,0.0,2
L000465,2024-03-15,1716.73,1709.46,7.27,2.5,0.0,2
L000465,2024-04-14,1716.73,1709.46,7.27,1.0,0.0,3
L000465,2024-05-14,1716.73,1709.46,7.27,0.0,0.0,1
L000465,2024-06-13,1716.73,1709.46,7.27,2.5,0.0,2
L000465,2024-07-13,1716.73,1709.46,7.27,2.5,0.0,2
L000465,2024-08-12,1716.73,1709.46,7.27,0.0,0.0,1
L000465,2024-09-11,1716.73,1709.46,7.27,1.0,0.0,1
L000465,2024-10-11,1716.73,1709.46,7.27,1.0,0.0,2
L000465,2024-11-10,1716.73,1709.46,7.27,0.0,0.0,3
L000466,2019-11-09,226.87,225.77,1.1,1.0,0.0,1
L000466,2019-12-09,226.87,225.77,1.1,1.0,0.0,2
L000466,2020-01-08,226.87,225.77,1.1,0.0,0.0,3
L000466,2020-02-07,226.87,225.77,1.1,1.0,0.0,2
L000466,2020-03-08,226.87,225.77,1.1,2.5,0.0,1
L000466,2020-04-07,226.87,225.77,1.1,2.5,0.0,3
L000466,2020-05-07,226.87,225.77,1.1,1.0,0.0,2
L000466,2020-06-06,226.87,225.77,1.1,1.0,0.0,3
L000466,2020-07-06,226.87,225.77,1.1,0.0,0.0,1
L000466,2020-08-05,226.87,225.77,1.1,1.0,0.0,3
L000466,2020-09-04,226.87,225.77,1.1,1.0,0.0,3
L000466,2020-10-04,226.87,225.77,1.1,2.5,0.0,1
L000467,2019-09-19,698.69,694.56,4.13,0.0,0.0,2
L000467,2019-10-19,698.69,694.56,4.13,2.5,0.0,3
L000467,2019-11-18,698.69,694.56,4.13,1.0,0.0,2
L000467,2019-12-18,698.69,694.56,4.13,0.0,0.0,3
L000467,2020-01-17,698.69,694.56,4.13,1.0,0.0,2
L000467,2020-02-16,698.69,694.56,4.13,2.5,0.0,2
L000467,2020-03-17,698.69,694.56,4.13,1.0,0.0,1
L000467,2020-04-16,698.69,694.56,4.13,0.0,0.0,1
L000467,2020-05-16,698.69,694.56,4.13,0.0,0.0,2
L000467,2020-06-15,698.69,694.56,4.13,0.0,0.0,2
L000467,2020-07-15,698.69,694.56,4.13,1.0,0.0,2
L000467,2020-08-14,698.69,694.56,4.13,2.5,0.0,3
L000468,2021-02-25,390.93,389.75,1.18,2.5,0.0,3
L000468,2021-03-27,390.93,389.75,1.18,0.0,5.0,2
L000468,2021-04-26,390.93,389.75,1.18,2.5,0.0,3
L000468,2021-05-26,390.93,389.75,1.18,0.0,0.0,2
L000469,2025-01-01,592.01,589.1,2.91,0.0,0.0,3
L000469,2025-01-31,592.01,589.1,2.91,2.5,0.0,2
L000469,2025-03-02,592.01,589.1,2.91,0.0,0.0,1
L000469,2025-04-01,592.01,589.1,2.91,1.0,0.0,3
L000469,2025-05-01,592.01,589.1,2.91,2.5,0.0,1
L000469,2025-05-31,592.01,589.1,2.91,0.0,0.0,2
L000469,2025-06-30,592.01,589.1,2.91,1.0,0.0,2
L000469,2025-07-30,592.01,589.1,2.91,0.0,0.0,2
L000469,2025-08-29,592.01,589.1,2.91,2.5,0.0,3
L000469,2025-09-28,592.01,589.1,2.91,1.0,0.0,1
L000469,2025-10-28,592.01,589.1,2.91,0.0,0.0,2
L000469,2025-11-27,592.01,589.1,2.91,1.0,0.0,3
L000470,2018-05-17,376.85,374.77,2.08,2.5,0.0,3
L000470,2018-06-16,376.85,374.77,2.08,2.5,0.0,1
L000470,2018-07-16,376.85,374.77,2.08,2.5,0.0,3
L000470,2018-08-15,376.85,374.77,2.08,2.5,0.0,3
L000470,2018-09-14,376.85,374.77,2.08,2.5,0.0,1
L000470,2018-10-14,376.85,374.77,2.08,0.0,0.0,2
L000470,2018-11-13,376.85,374.77,2.08,2.5,0.0,3
L000470,2018-12-13,376.85,374.77,2.08,1.0,0.0,2
L000470,2019-01-12,376.85,374.77,2.08,2.5,0.0,3
L000470,2019-02-11,376.85,374.77,2.08,1.0,0.0,3
L000470,2019-03-13,376.85,374.77,2.08,1.0,0.0,2
L000470,2019-04-12,376.85,374.77,2.08,2.5,0.0,1
L000471,2023-05-05,685.52,682.81,2.71,1.0,0.0,2
L000471,2023-06-04,685.52,682.81,2.71,0.0,0.0,2
L000471,2023-07-04,685.52,682.81,2.71,0.0,0.0,1
L000471,2023-08-03,685.52,682.81,2.71,1.0,0.0,3
L000471,2023-09-02,685.52,682.81,2.71,0.0,0.0,1
L000471,2023-10-02,685.52,682.81,2.71,2.5,0.0,2
L000471,2023-11-01,685.52,682.81,2.71,2.5,0.0,1
L000471,2023-12-01,685.52,682.81,2.71,0.0,0.0,2
L000471,2023-12-31,685.52,682.81,2.71,0.0,0.0,3
L000471,2024-01-30,685.52,682.81,2.71,2.5,0.0,3
L000471,2024-02-29,685.52,682.81,2.71,0.0,0.0,3
L000471,2024-03-30,685.52,682.81,2.71,0.0,0.0,1
L000472,2020-04-01,1041.96,1037.66,4.3,0.0,0.0,2
L000472,2020-05-01,1041.96,1037.66,4.3,0.0,0.0,1
L000472,2020-05-31,1041.96,1037.66,4.3,0.0,0.0,1
L000472,2020-06-30,1041.96,1037.66,4.3,1.0,0.0,2
L000472,2020-07-30,1041.96,1037.66,4.3,0.0,0.0,3
L000472,2020-08-29,1041.96,1037.66,4.3,2.5,0.0,3
L000472,2020-09-28,1041.96,1037.66,4.3,1.0,0.0,2
L000472,2020-10-28,1041.96,1037.66,4.3,0.0,0.0,3
L000472,2020-11-27,1041.96,1037.66,4.3,2.5,0.0,3
L000472,2020-12-27,1041.96,1037.66,4.3,0.0,0.0,2
L000472,2021-01-26,1041.96,1037.66,4.3,2.5,0.0,3
L000472,2021-02-25,1041.96,1037.66,4.3,2.5,0.0,1
L000473,2020-05-10,725.55,723.8,1.75,0.0,0.0,2
L000473,2020-06-09,725.55,723.8,1.75,2.5,0.0,3
L000473,2020-07-09,725.55,723.8,1.75,0.0,0.0,1
L000473,2020-08-08,725.55,723.8,1.75,1.0,0.0,1
L000473,2020-09-07,725.55,723.8,1.75,0.0,0.0,1
L000473,2020-10-07,725.55,723.8,1.75,2.5,0.0,3
L000473,2020-11-06,725.55,723.8,1.75,1.0,0.0,2
L000473,2020-12-06,725.55,723.8,1.75,0.0,0.0,3
L000473,2021-01-05,725.55,723.8,1.75,2.5,0.0,2
L000473,2021-02-04,725.55,723.8,1.75,0.0,0.0,1
L000473,2021-03-06,725.55,723.8,1.75,2.5,0.0,3
L000473,2021-04-05,725.55,723.8,1.75,2.5,0.0,2
L000474,2023-03-20,3356.55,3342.37,14.18,2.5,0.0,2
L000474,2023-04-19,3356.55,3342.37,14.18,2.5,0.0,2
L000474,2023-05-19,3356.55,3342.37,14.18,1.0,0.0,1
L000474,2023-06-18,3356.55,3342.37,14.18,2.5,0.0,3
L000474,2023-07-18,3356.55,3342.37,14.18,2.5,0.0,1
L000474,2023-08-17,3356.55,3342.37,14.18,1.0,0.0,1
L000474,2023-09-16,3356.55,3342.37,14.18,1.0,0.0,3
L000474,2023-10-16,3356.55,3342.37,14.18,2.5,0.0,3
L000474,2023-11-15,3356.55,3342.37,14.18,0.0,0.0,1
L000474,2023-12-15,3356.55,3342.37,14.18,2.5,0.0,1
L000474,2024-01-14,3356.55,3342.37,14.18,0.0,0.0,2
L000474,2024-02-13,3356.55,3342.37,14.18,0.0,0.0,1
L000475,2021-08-04,325.91,323.7,2.21,2.5,0.0,2
L000475,2021-09-03,325.91,323.7,2.21,1.0,0.0,2
L000475,2021-10-03,325.91,323.7,2.21,2.5,0.0,1
L000475,2021-11-02,325.91,323.7,2.21,2.5,0.0,2
L000475,2021-12-02,325.91,323.7,2.21,2.5,0.0,3
L000475,2022-01-01,325.91,323.7,2.21,1.0,0.0,1
L000475,2022-01-31,325.91,323.7,2.21,2.5,0.0,3
L000475,2022-03-02,325.91,323.7,2.21,0.0,0.0,3
L000475,2022-04-01,325.91,323.7,2.21,1.0,0.0,2
L000475,2022-05-01,325.91,323.7,2.21,2.5,0.0,1
L000475,2022-05-31,325.91,323.7,2.21,0.0,0.0,1
L000475,2022-06-30,325.91,323.7,2.21,1.0,0.0,3
L000476,2018-07-07,2072.27,2063.27,9.0,1.0,0.0,1
L000476,2018-08-06,2072.27,2063.27,9.0,2.5,0.0,1
L000476,2018-09-05,2072.27,2063.27,9.0,1.0,0.0,3
L000476,2018-10-05,2072.27,2063.27,9.0,1.0,0.0,2
L000476,2018-11-04,2072.27,2063.27,9.0,0.0,0.0,3
L000476,2018-12-04,2072.27,2063.27,9.0,1.0,0.0,3
L000476,2019-01-03,2072.27,2063.27,9.0,1.0,0.0,2
L000476,2019-02-02,2072.27,2063.27,9.0,0.0,0.0,3
L000476,2019-03-04,2072.27,2063.27,9.0,2.5,0.0,3
L000476,2019-04-03,2072.27,2063.27,9.0,1.0,0.0,1
L000476,2019-05-03,2072.27,2063.27,9.0,1.0,0.0,1
L000476,2019-06-02,2072.27,2063.27,9.0,1.0,0.0,2
L000477,2018-07-10,366.99,365.28,1.71,1.0,0.0,1
L000477,2018-08-09,366.99,365.28,1.71,2.5,0.0,1
L000477,2018-09-08,366.99,365.28,1.71,1.0,0.0,1
L000477,2018-10-08,366.99,365.28,1.71,0.0,0.0,3
L000477,2018-11-07,366.99,365.28,1.71,0.0,0.0,2
L000477,2018-12-07,366.99,365.28,1.71,2.5,0.0,3
L000477,2019-01-06,366.99,365.28,1.71,1.0,0.0,2
L000477,2019-02-05,366.99,365.28,1.71,0.0,0.0,1
L000477,2019-03-07,366.99,365.28,1.71,0.0,0.0,2
L000477,2019-04-06,366.99,365.28,1.71,1.0,0.0,2
L000477,2019-05-06,366.99,365.28,1.71,0.0,0.0,3
L000477,2019-06-05,366.99,365.28,1.71,0.0,0.0,1
L000478,2022-07-19,1115.13,1108.49,6.64,1.0,0.0,2
L000478,2022-08-18,1115.13,1108.49,6.64,0.0,0.0,1
L000478,2022-09-17,1115.13,1108.49,6.64,1.0,0.0,1
L000478,2022-10-17,1115.13,1108.49,6.64,2.5,0.0,3
L000478,2022-11-16,1115.13,1108.49,6.64,0.0,0.0,1
L000478,2022-12-16,1115.13,1108.49,6.64,0.0,0.0,3
L000478,2023-01-15,1115.13,1108.49,6.64,1.0,0.0,3
L000478,2023-02-14,1115.13,1108.49,6.64,2.5,0.0,3
L000478,2023-03-16,1115.13,1108.49,6.64,2.5,0.0,3
L000478,2023-04-15,1115.13,1108.49,6.64,0.0,0.0,3
L000478,2023-05-15,1115.13,1108.49,6.64,0.0,0.0,3
L000478,2023-06-14,1115.13,1108.49,6.64,1.0,0.0,1
L000479,2024-12-16,1733.31,1723.72,9.59,0.0,0.0,2
L000479,2025-01-15,1733.31,1723.72,9.59,0.0,0.0,1
L000479,2025-02-14,1733.31,1723.72,9.59,1.0,0.0,3
L000479,2025-03-16,1733.31,1723.72,9.59,0.0,0.0,2
L000479,2025-04-15,1733.31,1723.72,9.59,1.0,0.0,2
L000479,2025-05-15,1733.31,1723.72,9.59,1.0,0.0,2
L000479,2025-06-14,1733.31,1723.72,9.59,2.5,0.0,3
L000479,2025-07-14,1733.31,1723.72,9.59,0.0,0.0,2
L000479,2025-08-13,1733.31,1723.72,9.59,1.0,0.0,2
L000479,2025-09-12,1733.31,1723.72,9.59,0.0,0.0,2
L000479,2025-10-12,1733.31,1723.72,9.59,2.5,0.0,3
L000479,2025-11-11,1733.31,1723.72,9.59,1.0,0.0,1
L000480,2019-02-05,555.85,554.38,1.47,0.0,0.0,2
L000480,2019-03-07,555.85,554.38,1.47,0.0,0.0,1
L000480,2019-04-06,555.85,554.38,1.47,2.5,0.0,2
L000480,2019-05-06,555.85,554.38,1.47,1.0,0.0,2
L000480,2019-06-05,555.85,554.38,1.47,0.0,0.0,3
L000480,2019-07-05,555.85,554.38,1.47,0.0,0.0,2
L000480,2019-08-04,555.85,554.38,1.47,2.5,0.0,1
L000480,2019-09-03,555.85,554.38,1.47,2.5,0.0,3
L000480,2019-10-03,555.85,554.38,1.47,1.0,0.0,1
L000480,2019-11-02,555.85,554.38,1.47,1.0,0.0,3
L000480,2019-12-02,555.85,554.38,1.47,0.0,0.0,3
L000480,2020-01-01,555.85,554.38,1.47,0.0,0.0,3
L000481,2022-09-20,345.53,344.77,0.76,2.5,0.0,2
L000481,2022-10-20,345.53,344.77,0.76,0.0,0.0,2
L000481,2022-11-19,345.53,344.77,0.76,1.0,0.0,2
L000481,2022-12-19,345.53,344.77,0.76,0.0,0.0,2
L000481,2023-01-18,345.53,344.77,0.76,0.0,0.0,3
L000481,2023-02-17,345.53,344.77,0.76,0.0,0.0,3
L000481,2023-03-19,345.53,344.77,0.76,1.0,0.0,3
L000481,2023-04-18,345.53,344.77,0.76,0.0,0.0,2
L000481,2023-05-18,345.53,344.77,0.76,1.0,0.0,3
L000481,2023-06-17,345.53,344.77,0.76,2.5,0.0,1
L000481,2023-07-17,345.53,344.77,0.76,2.5,0.0,3
L000481,2023-08-16,345.53,344.77,0.76,0.0,0.0,2
L000482,2020-05-07,1112.97,1110.15,2.82,1.0,0.0,2
L000482,2020-06-06,1112.97,1110.15,2.82,1.0,0.0,3
L000482,2020-07-06,1112.97,1110.15,2.82,2.5,0.0,2
L000482,2020-08-05,1112.97,1110.15,2.82,2.5,0.0,2
L000482,2020-09-04,1112.97,1110.15,2.82,0.0,0.0,3
L000482,2020-10-04,1112.97,1110.15,2.82,2.5,0.0,1
L000482,2020-11-03,1112.97,1110.15,2.82,1.0,0.0,1
L000482,2020-12-03,1112.97,1110.15,2.82,2.5,0.0,2
L000482,2021-01-02,1112.97,1110.15,2.82,1.0,0.0,1
L000482,2021-02-01,1112.97,1110.15,2.82,0.0,0.0,2
L000482,2021-03-03,1112.97,1110.15,2.82,0.0,0.0,3
L000482,2021-04-02,1112.97,1110.15,2.82,0.0,0.0,1
L000483,2019-12-03,2764.31,2756.85,7.46,2.5,0.0,2
L000483,2020-01-02,2764.31,2756.85,7.46,1.0,0.0,2
L000483,2020-02-01,2764.31,2756.85,7.46,0.0,0.0,3
L000483,2020-03-02,2764.31,2756.85,7.46,1.0,0.0,1
L000483,2020-04-01,2764.31,2756.85,7.46,0.0,0.0,3
L000483,2020-05-01,2764.31,2756.85,7.46,2.5,0.0,3
L000483,2020-05-31,2764.31,2756.85,7.46,0.0,0.0,1
L000483,2020-06-30,2764.31,2756.85,7.46,0.0,0.0,3
L000483,2020-07-30,2764.31,2756.85,7.46,0.0,0.0,3
L000483,2020-08-29,2764.31,2756.85,7.46,0.0,0.0,3
L000483,2020-09-28,2764.31,2756.85,7.46,1.0,0.0,2
L000483,2020-10-28,2764.31,2756.85,7.46,0.0,0.0,3
L000484,2019-01-15,416.67,415.0,1.67,2.5,0.0,1
L000484,2019-02-14,416.67,415.0,1.67,0.0,0.0,3
L000484,2019-03-16,416.67,415.0,1.67,1.0,0.0,3
L000484,2019-04-15,416.67,415.0,1.67,2.5,0.0,2
L000484,2019-05-15,416.67,415.0,1.67,2.5,0.0,2
L000484,2019-06-14,416.67,415.0,1.67,2.5,0.0,3
L000484,2019-07-14,416.67,415.0,1.67,2.5,0.0,1
L000484,2019-08-13,416.67,415.0,1.67,2.5,0.0,2
L000484,2019-09-12,416.67,415.0,1.67,2.5,0.0,3
L000484,2019-10-12,416.67,415.0,1.67,0.0,0.0,1
L000484,2019-11-11,416.67,415.0,1.67,1.0,0.0,2
L000484,2019-12-11,416.67,415.0,1.67,0.0,0.0,3
L000485,2024-04-03,527.37,524.25,3.12,2.5,0.0,2
L000485,2024-05-03,527.37,524.25,3.12,0.0,0.0,2
L000485,2024-06-02,527.37,524.25,3.12,1.0,0.0,3
L000485,2024-07-02,527.37,524.25,3.12,1.0,0.0,3
L000485,2024-08-01,527.37,524.25,3.12,2.5,0.0,1
L000485,2024-08-31,527.37,524.25,3.12,0.0,0.0,3
L000485,2024-09-30,527.37,524.25,3.12,0.0,0.0,2
L000485,2024-10-30,527.37,524.25,3.12,2.5,0.0,2
L000485,2024-11-29,527.37,524.25,3.12,0.0,0.0,1
L000485,2024-12-29,527.37,524.25,3.12,0.0,0.0,1
L000485,2025-01-28,527.37,524.25,3.12,2.5,0.0,2
L000485,2025-02-27,527.37,524.25,3.12,1.0,0.0,2
L000486,2019-10-07,136.24,135.86,0.38,0.0,0.0,3
L000486,2019-11-06,136.24,135.86,0.38,2.5,0.0,1
L000486,2019-12-06,136.24,135.86,0.38,1.0,0.0,2
L000486,2020-01-05,136.24,135.86,0.38,0.0,0.0,3
L000486,2020-02-04,136.24,135.86,0.38,2.5,0.0,3
L000486,2020-03-05,136.24,135.86,0.38,2.5,0.0,2
L000486,2020-04-04,136.24,135.86,0.38,0.0,0.0,3
L000486,2020-05-04,136.24,135.86,0.38,0.0,0.0,1
L000486,2020-06-03,136.24,135.86,0.38,2.5,0.0,3
L000486,2020-07-03,136.24,135.86,0.38,0.0,0.0,3
L000486,2020-08-02,136.24,135.86,0.38,2.5,0.0,3
L000486,2020-09-01,136.24,135.86,0.38,0.0,0.0,3
L000487,2023-02-01,630.37,628.49,1.88,2.5,0.0,3
L000487,2023-03-03,630.37,628.49,1.88,1.0,0.0,1
L000487,2023-04-02,630.37,628.49,1.88,0.0,0.0,2
L000487,2023-05-02,630.37,628.49,1.88,1.0,0.0,3
L000488,2020-12-02,73.18,72.85,0.33,1.0,0.0,3
L000488,2021-01-01,73.18,72.85,0.33,1.0,0.0,3
L000488,2021-01-31,73.18,72.85,0.33,0.0,0.0,2
L000488,2021-03-02,73.18,72.85,0.33,0.0,0.0,2
L000488,2021-04-01,73.18,72.85,0.33,0.0,0.0,1
L000488,2021-05-01,73.18,72.85,0.33,2.5,0.0,1
L000488,2021-05-31,73.18,72.85,0.33,0.0,0.0,3
L000488,2021-06-30,73.18,72.85,0.33,2.5,0.0,2
L000488,2021-07-30,73.18,72.85,0.33,0.0,0.0,2
L000488,2021-08-29,73.18,72.85,0.33,1.0,0.0,3
L000488,2021-09-28,73.18,72.85,0.33,2.5,0.0,1
L000488,2021-10-28,73.18,72.85,0.33,0.0,0.0,1
L000489,2023-08-14,270.64,269.28,1.36,1.0,0.0,1
L000489,2023-09-13,270.64,269.28,1.36,2.5,0.0,2
L000489,2023-10-13,270.64,269.28,1.36,2.5,0.0,1
L000489,2023-11-12,270.64,269.28,1.36,1.0,0.0,2
L000489,2023-12-12,270.64,269.28,1.36,1.0,0.0,2
L000489,2024-01-11,270.64,269.28,1.36,2.5,0.0,2
L000489,2024-02-10,270.64,269.28,1.36,1.0,0.0,2
L000489,2024-03-11,270.64,269.28,1.36,2.5,0.0,3
L000489,2024-04-10,270.64,269.28,1.36,0.0,0.0,3
L000489,2024-05-10,270.64,269.28,1.36,2.5,0.0,3
L000489,2024-06-09,270.64,269.28,1.36,0.0,0.0,3
L000489,2024-07-09,270.64,269.28,1.36,0.0,0.0,1
L000490,2024-10-28,470.07,468.51,1.56,1.0,0.0,1
L000490,2024-11-27,470.07,468.51,1.56,1.0,0.0,2
L000490,2024-12-27,470.07,468.51,1.56,2.5,0.0,1
L000490,2025-01-26,470.07,468.51,1.56,2.5,0.0,3
L000490,2025-02-25,470.07,468.51,1.56,1.0,0.0,3
L000490,2025-03-27,470.07,468.51,1.56,0.0,0.0,3
L000490,2025-04-26,470.07,468.51,1.56,1.0,0.0,2
L000490,2025-05-26,470.07,468.51,1.56,1.0,0.0,2
L000490,2025-06-25,470.07,468.51,1.56,1.0,0.0,1
L000490,2025-07-25,470.07,468.51,1.56,1.0,0.0,1
L000490,2025-08-24,470.07,468.51,1.56,0.0,0.0,2
L000490,2025-09-23,470.07,468.51,1.56,2.5,0.0,3
L000491,2020-05-30,70.2,70.0,0.2,1.0,0.0,2
L000491,2020-06-29,70.2,70.0,0.2,0.0,0.0,1
L000491,2020-07-29,70.2,70.0,0.2,2.5,0.0,3
L000491,2020-08-28,70.2,70.0,0.2,2.5,0.0,1
L000492,2018-06-12,861.5,856.09,5.41,1.0,0.0,2
L000492,2018-07-12,861.5,856.09,5.41,2.5,0.0,2
L000492,2018-08-11,861.5,856.09,5.41,0.0,0.0,1
L000492,2018-09-10,861.5,856.09,5.41,1.0,0.0,3
L000492,2018-10-10,861.5,856.09,5.41,1.0,0.0,1
L000492,2018-11-09,861.5,856.09,5.41,1.0,0.0,1
L000492,2018-12-09,861.5,856.09,5.41,1.0,0.0,1
L000492,2019-01-08,861.5,856.09,5.41,0.0,0.0,2
L000492,2019-02-07,861.5,856.09,5.41,1.0,0.0,1
L000492,2019-03-09,861.5,856.09,5.41,1.0,0.0,1
L000492,2019-04-08,861.5,856.09,5.41,1.0,0.0,1
L000492,2019-05-08,861.5,856.09,5.41,0.0,0.0,3
L000493,2019-04-22,284.89,284.04,0.85,2.5,0.0,3
L000493,2019-05-22,284.89,284.04,0.85,0.0,0.0,3
L000493,2019-06-21,284.89,284.04,0.85,2.5,0.0,2
L000493,2019-07-21,284.89,284.04,0.85,1.0,0.0,1
L000493,2019-08-20,284.89,284.04,0.85,2.5,0.0,3
L000493,2019-09-19,284.89,284.04,0.85,2.5,0.0,1
L000493,2019-10-19,284.89,284.04,0.85,0.0,0.0,1
L000493,2019-11-18,284.89,284.04,0.85,2.5,0.0,1
L000493,2019-12-18,284.89,284.04,0.85,2.5,0.0,1
L000493,2020-01-17,284.89,284.04,0.85,0.0,0.0,1
L000493,2020-02-16,284.89,284.04,0.85,2.5,0.0,1
L000493,2020-03-17,284.89,284.04,0.85,2.5,0.0,1
L000494,2024-10-02,563.25,560.49,2.76,0.0,0.0,2
L000494,2024-11-01,563.25,560.49,2.76,0.0,0.0,1
L000494,2024-12-01,563.25,560.49,2.76,2.5,0.0,2
L000494,2024-12-31,563.25,560.49,2.76,1.0,0.0,1
L000494,2025-01-30,563.25,560.49,2.76,2.5,0.0,1
L000494,2025-03-01,563.25,560.49,2.76,1.0,0.0,2
L000494,2025-03-31,563.25,560.49,2.76,2.5,0.0,2
L000494,2025-04-30,563.25,560.49,2.76,2.5,0.0,3
L000494,2025-05-30,563.25,560.49,2.76,1.0,0.0,1
L000494,2025-06-29,563.25,560.49,2.76,0.0,0.0,3
L000494,2025-07-29,563.25,560.49,2.76,2.5,0.0,1
L000494,2025-08-28,563.25,560.49,2.76,1.0,0.0,1
L000495,2018-06-26,191.98,191.29,0.69,0.0,0.0,3
L000495,2018-07-26,191.98,191.29,0.69,2.5,0.0,3
L000495,2018-08-25,191.98,191.29,0.69,1.0,0.0,1
L000495,2018-09-24,191.98,191.29,0.69,0.0,0.0,2
L000495,2018-10-24,191.98,191.29,0.69,1.0,0.0,2
L000495,2018-11-23,191.98,191.29,0.69,1.0,0.0,3
L000495,2018-12-23,191.98,191.29,0.69,1.0,0.0,2
L000495,2019-01-22,191.98,191.29,0.69,1.0,0.0,3
L000495,2019-02-21,191.98,191.29,0.69,2.5,0.0,1
L000495,2019-03-23,191.98,191.29,0.69,0.0,0.0,2
L000495,2019-04-22,191.98,191.29,0.69,1.0,0.0,3
L000495,2019-05-22,191.98,191.29,0.69,2.5,0.0,3
L000496,2022-11-16,800.4,798.47,1.93,1.0,0.0,3
L000496,2022-12-16,800.4,798.47,1.93,1.0,0.0,2
L000496,2023-01-15,800.4,798.47,1.93,0.0,0.0,3
L000496,2023-02-14,800.4,798.47,1.93,0.0,0.0,1
L000496,2023-03-16,800.4,798.47,1.93,2.5,0.0,1
L000496,2023-04-15,800.4,798.47,1.93,2.5,0.0,3
L000496,2023-05-15,800.4,798.47,1.93,0.0,0.0,3
L000496,2023-06-14,800.4,798.47,1.93,2.5,0.0,3
L000496,2023-07-14,800.4,798.47,1.93,1.0,0.0,2
L000496,2023-08-13,800.4,798.47,1.93,2.5,0.0,2
L000496,2023-09-12,800.4,798.47,1.93,2.5,0.0,1
L000496,2023-10-12,800.4,798.47,1.93,1.0,0.0,2
L000497,2021-02-28,701.11,698.2,2.91,1.0,0.0,2
L000497,2021-03-30,701.11,698.2,2.91,1.0,0.0,1
L000497,2021-04-29,701.11,698.2,2.91,0.0,0.0,3
L000497,2021-05-29,701.11,698.2,2.91,2.5,0.0,2
L000497,2021-06-28,701.11,698.2,2.91,0.0,0.0,1
L000497,2021-07-28,701.11,698.2,2.91,1.0,0.0,3
L000497,2021-08-27,701.11,698.2,2.91,1.0,0.0,1
L000497,2021-09-26,701.11,698.2,2.91,1.0,0.0,3
L000497,2021-10-26,701.11,698.2,2.91,1.0,0.0,2
L000497,2021-11-25,701.11,698.2,2.91,0.0,0.0,1
L000497,2021-12-25,701.11,698.2,2.91,1.0,0.0,1
L000497,2022-01-24,701.11,698.2,2.91,1.0,0.0,1
L000498,2019-04-23,449.96,446.82,3.14,1.0,0.0,3
L000498,2019-05-23,449.96,446.82,3.14,1.0,0.0,1
L000498,2019-06-22,449.96,446.82,3.14,1.0,0.0,1
L000498,2019-07-22,449.96,446.82,3.14,1.0,0.0,2
L000498,2019-08-21,449.96,446.82,3.14,2.5,0.0,1
L000498,2019-09-20,449.96,446.82,3.14,1.0,0.0,2
L000498,2019-10-20,449.96,446.82,3.14,0.0,0.0,1
L000498,2019-11-19,449.96,446.82,3.14,0.0,0.0,2
L000498,2019-12-19,449.96,446.82,3.14,0.0,0.0,2
L000498,2020-01-18,449.96,446.82,3.14,2.5,0.0,2
L000498,2020-02-17,449.96,446.82,3.14,0.0,0.0,1
L000498,2020-03-18,449.96,446.82,3.14,1.0,0.0,1
L000499,2024-11-12,1172.87,1164.64,8.23,2.5,0.0,1
L000499,2024-12-12,1172.87,1164.64,8.23,0.0,0.0,2
L000499,2025-01-11,1172.87,1164.64,8.23,0.0,0.0,3
L000499,2025-02-10,1172.87,1164.64,8.23,2.5,0.0,3
L000499,2025-03-12,1172.87,1164.64,8.23,0.0,0.0,2
L000499,2025-04-11,1172.87,1164.64,8.23,1.0,0.0,1
L000499,2025-05-11,1172.87,1164.64,8.23,1.0,0.0,2
L000499,2025-06-10,1172.87,1164.64,8.23,0.0,0.0,2
L000499,2025-07-10,1172.87,1164.64,8.23,2.5,0.0,2
L000499,2025-08-09,1172.87,1164.64,8.23,2.5,0.0,1
L000499,2025-09-08,1172.87,1164.64,8.23,1.0,0.0,1
L000499,2025-10-08,1172.87,1164.64,8.23,0.0,0.0,2
L000500,2020-12-29,696.29,691.38,4.91,1.0,0.0,1
L000500,2021-01-28,696.29,691.38,4.91,0.0,0.0,1
L000500,2021-02-27,696.29,691.38,4.91,2.5,0.0,2
L000500,2021-03-29,696.29,691.38,4.91,1.0,0.0,2
L000500,2021-04-28,696.29,691.38,4.91,2.5,0.0,2
L000500,2021-05-28,696.29,691.38,4.91,0.0,0.0,3
L000500,2021-06-27,696.29,691.38,4.91,1.0,0.0,2
L000500,2021-07-27,696.29,691.38,4.91,2.5,0.0,3
L000500,2021-08-26,696.29,691.38,4.91,1.0,0.0,1
L000500,2021-09-25,696.29,691.38,4.91,0.0,0.0,3
L000500,2021-10-25,696.29,691.38,4.91,1.0,0.0,3
L000500,2021-11-24,696.29,691.38,4.91,1.0,0.0,3
L000501,2023-11-29,1401.07,1394.66,6.41,0.0,0.0,2
