loan_id,customer_id,application_date,loan_amount,interest_rate,term_months,product_type,default_flag
L000364,C000417,2019-02-14,33274.25,7.32,60,BIKE_LOAN,false
L000365,C000101,2019-08-21,36601.57,6.93,48,CAR_LOAN,false
L000366,C000256,2019-07-05,44813.59,7.6,60,PERSONAL_LOAN,false
L000367,C000403,2023-06-17,15601.44,5.87,60,CAR_LOAN,false
L000368,C000354,2019-11-01,5521.53,7.38,48,PERSONAL_LOAN,false
L000369,C000382,2021-10-02,13910.3,4.66,60,BIKE_LOAN,false
L000370,C000211,2019-05-12,17745.8,6.58,60,CAR_LOAN,false
L000371,C000333,2024-01-15,10330.63,7.18,36,BIKE_LOAN,false
L000372,C000250,2023-01-05,40364.56,4.79,36,BIKE_LOAN,false
L000373,C000075,2019-11-18,29904.39,8.07,48,PERSONAL_LOAN,false
L000374,C000208,2018-10-20,6322.7,4.56,36,BIKE_LOAN,false
L000375,C000364,2020-12-31,28426.17,4.87,48,BIKE_LOAN,false
L000376,C000267,2023-01-19,20387.54,3.6,12,CAR_LOAN,false
L000377,C000339,2020-10-27,42498.37,6.7,12,CAR_LOAN,false
L000378,C000053,2019-01-27,5679.28,7.77,60,CAR_LOAN,true
L000379,C000204,2023-11-17,35129.85,3.0,36,PERSONAL_LOAN,false
L000380,C000336,2022-05-16,15993.57,3.98,36,BIKE_LOAN,false
L000381,C000068,2023-11-28,38217.75,2.67,72,BIKE_LOAN,false
L000382,C000167,2023-05-05,22622.13,7.73,36,PERSONAL_LOAN,false
L000383,C000497,2024-01-18,10435.54,6.09,72,PERSONAL_LOAN,false
L000384,C000289,2022-11-17,24985.31,6.34,36,BIKE_LOAN,false
L000385,C000117,2019-01-02,21558.13,4.69,36,CAR_LOAN,false
L000386,C000001,2023-11-14,37245.95,7.59,36,BIKE_LOAN,false
L000387,C000005,2023-07-08,42772.22,5.36,12,BIKE_LOAN,false
L000388,C000306,2020-08-05,36464.23,5.79,24,BIKE_LOAN,false
L000389,C000224,2022-06-05,13495.64,6.79,72,BIKE_LOAN,false
L000390,C000113,2020-12-13,6326.81,6.25,60,PERSONAL_LOAN,false
L000391,C000351,2021-01-18,14956.43,6.96,36,BIKE_LOAN,false
L000392,C000036,2020-01-18,8738.21,3.16,48,PERSONAL_LOAN,false
L000393,C000359,2024-12-25,23663.83,4.42,24,CAR_LOAN,false
L000394,C000012,2020-02-01,43837.97,4.19,24,PERSONAL_LOAN,false
L000395,C000005,2020-08-11,6788.27,2.59,24,BIKE_LOAN,false
L000396,C000403,2023-08-04,44914.46,5.28,12,BIKE_LOAN,false
L000397,C000385,2019-08-22,5353.61,7.15,12,PERSONAL_LOAN,false
L000398,C000099,2020-10-21,37324.53,7.47,12,PERSONAL_LOAN,false
L000399,C000395,2022-12-20,13380.81,8.47,24,BIKE_LOAN,false
L000400,C000049,2023-11-05,30972.33,3.75,48,PERSONAL_LOAN,false
L000401,C000480,2021-08-16,9661.68,6.87,72,PERSONAL_LOAN,false
L000402,C000130,2023-05-26,29817.84,3.69,12,PERSONAL_LOAN,false
L000403,C000058,2020-08-24,29582.18,4.45,24,BIKE_LOAN,false
L000404,C000203,2020-09-22,3375.05,2.75,72,BIKE_LOAN,false
L000405,C000080,2022-03-02,35373.47,3.99,48,CAR_LOAN,false
L000406,C000174,2018-09-03,5510.56,6.37,72,PERSONAL_LOAN,false
L000407,C000065,2023-06-22,12772.33,8.39,72,BIKE_LOAN,false
L000408,C000225,2020-03-01,3896.82,4.77,72,CAR_LOAN,false
L000409,C000021,2023-06-11,32678.29,5.85,60,PERSONAL_LOAN,false
L000410,C000291,2020-02-04,25832.06,4.44,48,BIKE_LOAN,false
L000411,C000307,2024-03-21,9734.42,5.69,48,BIKE_LOAN,false
L000412,C000278,2022-02-12,22071.32,7.16,60,BIKE_LOAN,false
L000413,C000453,2018-03-18,29028.85,4.68,60,CAR_LOAN,false
L000414,C000033,2024-01-17,37400.09,3.64,72,BIKE_LOAN,false
L000415,C000079,2024-11-16,14891.42,4.96,36,CAR_LOAN,false
L000416,C000338,2018-10-01,4838.65,8.13,24,CAR_LOAN,false
L000417,C000249,2020-02-24,7147.65,5.93,48,PERSONAL_LOAN,false
L000418,C000320,2024-08-14,13749.42,4.7,60,PERSONAL_LOAN,false
L000419,C000477,2020-05-04,30541.47,8.07,12,BIKE_LOAN,false
L000420,C000032,2022-01-18,26436.84,8.13,48,BIKE_LOAN,false
L000421,C000030,2024-12-01,14164.26,2.74,12,BIKE_LOAN,false
L000422,C000111,2023-10-29,7079.01,6.85,60,BIKE_LOAN,false
L000423,C000270,2020-10-15,26941.16,8.19,60,PERSONAL_LOAN,false
L000424,C000383,2019-03-09,35183.9,5.96,72,BIKE_LOAN,false
L000425,C000219,2019-03-03,10005.99,3.58,48,PERSONAL_LOAN,false
L000426,C000081,2023-12-27,44934.21,5.16,36,BIKE_LOAN,false
L000427,C000167,2022-03-03,20318.42,6.3,72,BIKE_LOAN,false
L000428,C000289,2024-02-13,11984.98,7.09,72,BIKE_LOAN,false
L000429,C000232,2023-01-07,43312.63,2.5,12,BIKE_LOAN,false
L000430,C000266,2019-07-08,44723.3,4.31,36,CAR_LOAN,false
L000431,C000162,2018-03-30,35403.97,8.16,36,PERSONAL_LOAN,false
L000432,C000293,2024-05-30,9498.02,2.73,36,CAR_LOAN,false
L000433,C000188,2024-07-12,13493.99,4.04,36,CAR_LOAN,false
L000434,C000292,2020-06-09,33839.17,6.84,48,CAR_LOAN,false
L000435,C000461,2024-06-18,37419.64,3.07,72,BIKE_LOAN,true
L000436,C000414,2024-06-18,19024.94,7.18,36,BIKE_LOAN,false
L000437,C000223,2022-09-03,42070.34,3.22,24,PERSONAL_LOAN,false
L000438,C000309,2018-02-16,29623.26,6.29,12,BIKE_LOAN,false
L000439,C000164,2024-01-21,26726.34,4.46,72,CAR_LOAN,false
L000440,C000345,2022-05-29,43783.69,7.02,60,PERSONAL_LOAN,false
L000441,C000222,2021-04-01,36027.47,3.39,36,CAR_LOAN,false
L000442,C000382,2018-07-21,26022.4,4.08,48,PERSONAL_LOAN,false
L000443,C000358,2019-06-19,35005.38,5.39,24,BIKE_LOAN,false
L000444,C000293,2020-03-14,26569.04,8.48,60,CAR_LOAN,false
L000445,C000137,2022-10-28,16583.29,8.04,12,CAR_LOAN,false
L000446,C000217,2022-02-05,17628.93,4.42,60,PERSONAL_LOAN,true
L000447,C000157,2019-11-25,44481.38,6.2,48,PERSONAL_LOAN,false
L000448,C000023,2020-08-14,11386.78,4.74,72,CAR_LOAN,false
L000449,C000028,2020-09-22,42855.52,8.06,36,CAR_LOAN,false
L000450,C000412,2019-04-01,15814.96,5.33,36,CAR_LOAN,false
L000451,C000109,2020-04-14,25949.82,7.0,60,BIKE_LOAN,false
L000452,C000073,2018-03-17,18817.48,7.94,60,CAR_LOAN,false
L000453,C000031,2021-03-09,11429.23,6.68,36,CAR_LOAN,false
L000454,C000484,2018-02-04,5797.11,6.46,72,PERSONAL_LOAN,false
L000455,C000056,2018-03-20,15284.81,7.8,48,CAR_LOAN,false
L000456,C000261,2019-02-12,40962.63,5.41,60,PERSONAL_LOAN,false
L000457,C000102,2023-08-13,43605.24,5.86,72,CAR_LOAN,true
L000458,C000473,2023-12-09,15806.96,5.44,72,CAR_LOAN,true
L000459,C000351,2021-12-12,17925.88,4.31,60,BIKE_LOAN,false
L000460,C000321,2020-11-21,39904.45,7.84,12,PERSONAL_LOAN,false
L000461,C000116,2019-09-14,17355.02,4.86,24,CAR_LOAN,false
L000462,C000267,2024-11-13,39653.46,6.62,48,CAR_LOAN,false
L000463,C000219,2021-07-03,41208.89,4.48,60,CAR_LOAN,false
L000464,C000071,2024-07-07,25736.86,7.3,24,BIKE_LOAN,false
L000465,C000461,2023-11-16,41201.63,5.08,24,PERSONAL_LOAN,false
L000466,C000470,2019-10-10,16334.84,5.84,72,CAR_LOAN,false
L000467,C000430,2019-08-20,33537.34,7.09,48,BIKE_LOAN,false
L000468,C000382,2021-01-26,9382.2,3.63,24,CAR_LOAN,true
L000469,C000314,2024-12-02,14208.23,5.9,24,PERSONAL_LOAN,false
L000470,C000352,2018-04-17,18088.98,6.63,48,CAR_LOAN,false
L000471,C000310,2023-04-05,32904.8,4.74,48,BIKE_LOAN,false
L000472,C000084,2020-03-02,12503.47,4.95,12,BIKE_LOAN,false
L000473,C000114,2020-04-10,34826.62,2.9,48,PERSONAL_LOAN,false
L000474,C000167,2023-02-18,40278.65,5.07,12,PERSONAL_LOAN,false
L000475,C000195,2021-07-05,19554.33,8.13,60,PERSONAL_LOAN,false
L000476,C000329,2018-06-07,24867.26,5.21,12,CAR_LOAN,false
L000477,C000203,2018-06-10,26423.44,5.6,72,CAR_LOAN,false
L000478,C000226,2022-06-19,40144.7,7.14,36,BIKE_LOAN,false
L000479,C000151,2024-11-16,41599.38,6.64,24,BIKE_LOAN,false
L000480,C000232,2019-01-06,33351.17,3.18,60,PERSONAL_LOAN,false
L000481,C000202,2022-08-21,16585.36,2.65,48,PERSONAL_LOAN,false
L000482,C000459,2020-04-07,40067.03,3.04,36,PERSONAL_LOAN,false
L000483,C000365,2019-11-03,33171.74,3.24,12,PERSONAL_LOAN,false
L000484,C000186,2018-12-16,25000.33,4.8,60,PERSONAL_LOAN,false
L000485,C000194,2024-03-04,18985.49,7.11,36,PERSONAL_LOAN,false
L000486,C000442,2019-09-07,9809.21,3.37,72,CAR_LOAN,false
L000487,C000159,2023-01-02,15128.78,3.58,24,CAR_LOAN,true
L000488,C000392,2020-11-02,3512.73,5.49,48,PERSONAL_LOAN,false
L000489,C000312,2023-07-15,12990.89,6.03,48,BIKE_LOAN,false
L000490,C000041,2024-09-28,28204.29,3.97,60,BIKE_LOAN,false
L000491,C000286,2020-04-30,5054.59,3.39,72,BIKE_LOAN,true
L000492,C000438,2018-05-13,31013.85,7.53,36,BIKE_LOAN,false
L000493,C000026,2019-03-23,20512.19,3.57,72,BIKE_LOAN,false
L000494,C000355,2024-09-02,27035.87,5.87,48,PERSONAL_LOAN,false
L000495,C000477,2018-05-27,6911.3,4.3,36,BIKE_LOAN,false
L000496,C000389,2022-10-17,38419.0,2.89,48,CAR_LOAN,false
L000497,C000441,2021-01-29,16826.76,4.98,24,PERSONAL_LOAN,false
L000498,C000030,2019-03-24,26997.42,8.38,60,CAR_LOAN,false
L000499,C000353,2024-10-13,42223.45,8.42,36,BIKE_LOAN,false
L000500,C000163,2020-11-29,25066.43,8.47,36,CAR_LOAN,false
L000501,C000255,2023-10-30,33625.76,5.49,24,PERSONAL_LOAN,false
L000502,C000149,2020-03-03,3066.4,2.64,72,CAR_LOAN,false
L000503,C000107,2024-11-25,44957.45,4.98,36,BIKE_LOAN,false
L000504,C000327,2020-05-19,3474.49,3.71,36,BIKE_LOAN,false
L000505,C000158,2021-05-14,24280.96,4.44,12,CAR_LOAN,false
L000506,C000175,2022-06-11,33424.66,6.2,12,CAR_LOAN,false
L000507,C000427,2021-10-16,41735.75,5.37,48,CAR_LOAN,false
L000508,C000247,2019-09-29,29342.42,7.85,60,BIKE_LOAN,false
L000509,C000417,2022-08-23,41967.18,2.84,60,BIKE_LOAN,false
L000510,C000348,2021-07-16,26317.44,2.61,60,PERSONAL_LOAN,false
L000511,C000470,2021-12-19,5780.95,3.4,12,BIKE_LOAN,false
L000512,C000321,2023-12-29,38381.04,5.93,48,CAR_LOAN,false
L000513,C000443,2021-06-16,32621.18,4.39,12,BIKE_LOAN,false
L000514,C000255,2020-08-31,18606.51,7.48,36,CAR_LOAN,false
L000515,C000090,2019-04-05,18717.06,2.72,24,CAR_LOAN,false
L000516,C000013,2023-05-31,41008.14,3.42,36,BIKE_LOAN,false
L000517,C000269,2021-06-25,35572.39,3.36,12,PERSONAL_LOAN,false
L000518,C000068,2020-04-20,33431.97,5.26,72,PERSONAL_LOAN,false
L000519,C000160,2018-06-30,31856.2,6.07,12,BIKE_LOAN,false
L000520,C000024,2019-02-27,24864.26,6.45,36,CAR_LOAN,false
L000521,C000160,2020-05-09,16476.98,3.66,36,PERSONAL_LOAN,false
L000522,C000226,2019-04-27,14451.48,3.44,12,CAR_LOAN,false
L000523,C000287,2023-10-07,7299.76,5.76,60,BIKE_LOAN,false
L000524,C000483,2021-03-06,27111.48,3.53,36,PERSONAL_LOAN,false
L000525,C000277,2022-12-23,5130.5,2.67,72,CAR_LOAN,false
L000526,C000028,2018-12-19,20911.56,3.57,60,PERSONAL_LOAN,false
L000527,C000354,2023-01-01,28885.24,4.37,24,PERSONAL_LOAN,false
L000528,C000415,2023-12-26,6298.92,8.04,48,PERSONAL_LOAN,false
L000529,C000417,2023-04-03,7085.05,4.36,72,PERSONAL_LOAN,false
L000530,C000241,2020-08-07,42792.83,3.36,60,BIKE_LOAN,false
L000531,C000201,2020-01-22,32383.81,6.49,36,BIKE_LOAN,false
L000532,C000034,2023-05-01,7741.26,5.37,24,BIKE_LOAN,false
L000533,C000310,2024-06-11,8350.55,3.12,72,CAR_LOAN,false
L000534,C000333,2018-10-18,36282.1,5.7,48,PERSONAL_LOAN,false
L000535,C000318,2020-09-25,26013.86,8.34,48,CAR_LOAN,false
L000536,C000417,2024-08-17,21108.24,8.38,60,BIKE_LOAN,false
L000537,C000121,2019-12-10,30829.71,2.97,72,PERSONAL_LOAN,false
L000538,C000059,2024-08-22,28035.17,4.45,12,BIKE_LOAN,false
L000539,C000490,2022-07-21,5923.52,3.15,60,BIKE_LOAN,false
L000540,C000331,2018-09-09,6802.39,7.4,60,PERSONAL_LOAN,false
L000541,C000388,2019-08-24,30757.02,5.22,36,BIKE_LOAN,false
L000542,C000229,2020-03-12,11637.79,7.76,36,PERSONAL_LOAN,false
L000543,C000348,2021-06-01,41577.07,8.12,72,BIKE_LOAN,false
L000544,C000299,2018-02-03,28682.61,5.56,24,BIKE_LOAN,false
L000545,C000462,2024-02-27,43651.78,2.51,60,BIKE_LOAN,false
L000546,C000145,2018-05-08,12880.13,6.71,48,PERSONAL_LOAN,false
L000547,C000196,2022-07-22,19025.73,5.77,72,CAR_LOAN,false
L000548,C000097,2024-03-25,19152.99,8.05,48,CAR_LOAN,false
L000549,C000447,2019-05-30,8639.65,2.93,12,CAR_LOAN,false
L000550,C000250,2022-11-24,43948.95,3.31,24,PERSONAL_LOAN,false
L000551,C000441,2023-02-11,40530.46,6.67,48,PERSONAL_LOAN,false
L000552,C000261,2022-10-04,26186.1,5.2,36,CAR_LOAN,false
L000553,C000310,2018-01-31,27273.42,7.58,24,PERSONAL_LOAN,false
L000554,C000211,2024-02-16,27206.8,2.7,12,PERSONAL_LOAN,false
L000555,C000189,2019-04-09,27371.29,8.27,12,CAR_LOAN,false
L000556,C000270,2021-02-18,22527.33,2.97,60,CAR_LOAN,false
L000557,C000323,2018-11-16,31731.11,5.74,60,BIKE_LOAN,false
L000558,C000463,2021-11-08,25471.4,2.56,48,PERSONAL_LOAN,false
L000559,C000294,2021-09-19,20682.68,8.26,36,BIKE_LOAN,false
L000560,C000356,2024-09-13,34475.86,6.86,60,BIKE_LOAN,false
L000561,C000243,2024-06-26,10101.33,2.81,36,PERSONAL_LOAN,false
L000562,C000147,2023-06-09,6465.43,5.53,36,BIKE_LOAN,false
L000563,C000144,2021-02-01,39030.05,2.59,12,PERSONAL_LOAN,false
L000564,C000303,2019-09-12,30684.54,4.72,24,BIKE_LOAN,false
L000565,C000121,2023-06-10,10593.99,5.66,12,BIKE_LOAN,false
L000566,C000496,2019-08-18,28012.85,7.43,48,BIKE_LOAN,false
L000567,C000122,2022-12-08,33491.96,3.5,60,PERSONAL_LOAN,false
L000568,C000028,2020-12-18,34730.33,3.2,24,BIKE_LOAN,false
L000569,C000155,2023-05-05,34338.32,7.01,60,CAR_LOAN,false
L000570,C000362,2022-05-17,22932.76,3.37,48,CAR_LOAN,false
L000571,C000409,2023-01-13,19044.17,4.39,60,PERSONAL_LOAN,false
L000572,C000050,2023-12-17,29771.81,8.24,48,PERSONAL_LOAN,false
L000573,C000440,2021-01-21,17068.63,4.1,12,BIKE_LOAN,false
L000574,C000201,2023-03-04,35472.34,6.99,72,PERSONAL_LOAN,false
L000575,C000100,2023-10-31,17171.08,6.64,24,BIKE_LOAN,false
L000576,C000345,2018-02-04,37930.96,2.57,12,PERSONAL_LOAN,false
L000577,C000229,2021-12-10,12215.49,4.2,24,CAR_LOAN,true
L000578,C000048,2018-08-21,42417.23,6.44,24,PERSONAL_LOAN,false
L000579,C000363,2019-05-07,6628.23,6.13,48,PERSONAL_LOAN,false
L000580,C000332,2024-05-07,36734.4,3.61,12,PERSONAL_LOAN,false
L000581,C000151,2023-03-28,30740.07,2.95,48,BIKE_LOAN,false
L000582,C000355,2021-08-17,13808.14,7.18,36,CAR_LOAN,false
L000583,C000171,2018-09-04,13846.02,7.38,24,BIKE_LOAN,false
L000584,C000476,2020-04-01,28632.68,3.57,48,CAR_LOAN,false
L000585,C000394,2022-11-02,12172.23,6.36,48,PERSONAL_LOAN,false
L000586,C000018,2018-10-26,5957.32,6.87,48,CAR_LOAN,false
L000587,C000077,2018-01-04,42181.54,6.49,36,CAR_LOAN,false
L000588,C000464,2022-05-22,27134.89,5.59,48,BIKE_LOAN,false
L000589,C000433,2018-10-15,25685.41,2.52,72,BIKE_LOAN,false
L000590,C000275,2022-01-10,17004.47,4.32,12,PERSONAL_LOAN,false
L000591,C000332,2019-01-07,18344.93,7.62,36,CAR_LOAN,false
L000592,C000390,2021-04-02,30207.29,3.56,12,BIKE_LOAN,false
L000593,C000154,2022-05-17,40651.35,6.28,36,BIKE_LOAN,false
L000594,C000324,2022-11-29,33883.62,3.34,24,CAR_LOAN,false
L000595,C000304,2020-09-03,23547.77,2.88,60,PERSONAL_LOAN,false
L000596,C000274,2023-01-15,43596.11,2.6,36,CAR_LOAN,false
L000597,C000370,2018-06-25,20031.33,3.77,72,PERSONAL_LOAN,false
L000598,C000482,2024-01-07,9256.05,5.98,12,CAR_LOAN,false
L000599,C000251,2018-03-20,22791.22,8.01,12,CAR_LOAN,false
L000600,C000067,2018-02-28,10234.46,2.8,36,CAR_LOAN,false
L000601,C000088,2024-08-17,5686.22,7.4,12,BIKE_LOAN,false
L000602,C000316,2020-06-22,5650.62,3.72,36,PERSONAL_LOAN,false
L000603,C000167,2019-05-10,43985.84,5.96,24,BIKE_LOAN,false
L000604,C000407,2020-05-23,35097.57,6.06,36,CAR_LOAN,false
L000605,C000073,2022-08-28,10058.14,4.72,24,BIKE_LOAN,false
L000606,C000298,2018-06-16,8601.58,7.25,72,PERSONAL_LOAN,false
L000607,C000081,2018-03-06,39944.33,2.98,12,CAR_LOAN,false
L000608,C000362,2024-08-28,40250.44,5.0,48,PERSONAL_LOAN,false
L000609,C000074,2021-01-14,24969.65,4.97,24,PERSONAL_LOAN,false
L000610,C000306,2020-01-08,33122.35,6.17,12,PERSONAL_LOAN,false
L000611,C000155,2021-11-25,20589.01,5.85,24,CAR_LOAN,false
L000612,C000049,2024-12-10,18199.85,7.07,60,PERSONAL_LOAN,false
L000613,C000395,2020-05-02,14609.92,3.66,24,PERSONAL_LOAN,false
L000614,C000467,2023-04-28,23895.62,3.46,12,CAR_LOAN,false
L000615,C000146,2020-05-08,21256.21,4.51,48,CAR_LOAN,false
L000616,C000027,2024-01-11,10387.28,7.21,48,PERSONAL_LOAN,false
L000617,C000459,2020-08-21,33298.93,6.06,36,BIKE_LOAN,false
L000618,C000347,2021-08-27,12662.66,3.16,24,CAR_LOAN,false
L000619,C000212,2020-03-30,18772.36,3.82,48,PERSONAL_LOAN,false
L000620,C000456,2022-11-21,9087.53,8.07,48,CAR_LOAN,false
L000621,C000070,2023-02-18,33232.49,6.29,36,CAR_LOAN,false
L000622,C000017,2024-05-18,5505.37,3.32,48,BIKE_LOAN,false
L000623,C000390,2021-11-08,12233.85,4.27,24,PERSONAL_LOAN,false
L000624,C000464,2019-11-28,27281.1,5.82,24,CAR_LOAN,false
L000625,C000268,2023-06-27,39212.36,3.8,48,BIKE_LOAN,false
L000626,C000374,2022-10-20,33919.51,3.98,36,BIKE_LOAN,false
L000627,C000457,2024-08-20,42742.6,7.98,12,BIKE_LOAN,false
L000628,C000021,2023-04-12,33806.0,5.53,48,PERSONAL_LOAN,false
L000629,C000415,2019-02-06,22002.54,3.94,60,CAR_LOAN,false
L000630,C000209,2020-06-11,8573.9,4.27,72,CAR_LOAN,true
L000631,C000343,2021-06-02,9795.72,5.26,60,PERSONAL_LOAN,false
L000632,C000500,2023-02-07,22477.95,3.33,72,BIKE_LOAN,false
L000633,C000447,2022-02-26,29326.06,6.72,12,PERSONAL_LOAN,false
L000634,C000458,2021-09-25,25298.65,4.28,36,PERSONAL_LOAN,false
L000635,C000278,2024-06-14,36368.11,7.23,12,PERSONAL_LOAN,false
L000636,C000377,2018-08-13,24618.93,7.96,36,CAR_LOAN,false
L000637,C000188,2023-03-22,29003.6,4.69,24,PERSONAL_LOAN,false
L000638,C000035,2024-04-15,32792.16,3.73,36,CAR_LOAN,false
L000639,C000333,2023-05-14,33969.96,7.01,72,CAR_LOAN,false
L000640,C000390,2020-07-12,16459.48,7.89,60,PERSONAL_LOAN,false
L000641,C000028,2018-09-17,18658.18,5.21,60,PERSONAL_LOAN,false
L000642,C000241,2023-12-19,31488.95,5.7,36,BIKE_LOAN,false
L000643,C000410,2018-09-26,10910.85,7.8,12,CAR_LOAN,false
L000644,C000092,2021-03-27,43246.77,2.96,24,BIKE_LOAN,false
L000645,C000076,2023-07-26,9320.92,3.73,72,CAR_LOAN,false
L000646,C000497,2024-01-27,42132.3,5.34,48,BIKE_LOAN,false
L000647,C000011,2021-04-09,10940.55,2.63,24,PERSONAL_LOAN,false
L000648,C000211,2024-06-28,17397.28,6.38,36,BIKE_LOAN,false
L000649,C000357,2023-12-12,38360.13,5.17,36,PERSONAL_LOAN,false
L000650,C000405,2021-06-09,10212.96,4.06,48,BIKE_LOAN,false
L000651,C000395,2018-07-13,9230.21,4.21,24,PERSONAL_LOAN,false
L000652,C000365,2024-01-02,14980.36,8.34,72,PERSONAL_LOAN,false
L000653,C000407,2019-09-21,9772.7,3.2,36,PERSONAL_LOAN,false
L000654,C000134,2022-02-23,10748.86,5.87,12,PERSONAL_LOAN,false
L000655,C000177,2019-08-29,18662.43,5.74,24,PERSONAL_LOAN,false
L000656,C000472,2018-04-13,19991.62,5.5,24,BIKE_LOAN,false
L000657,C000080,2018-01-18,43746.31,5.78,60,BIKE_LOAN,false
L000658,C000152,2023-04-26,40631.05,8.32,60,PERSONAL_LOAN,false
L000659,C000290,2022-12-16,17224.75,3.17,48,CAR_LOAN,false
L000660,C000283,2019-04-24,15939.45,4.91,24,BIKE_LOAN,false
L000661,C000168,2018-08-14,28542.35,3.67,60,CAR_LOAN,false
L000662,C000393,2021-02-12,11220.06,3.0,48,PERSONAL_LOAN,false
L000663,C000045,2023-09-28,19565.79,5.44,60,PERSONAL_LOAN,false
L000664,C000029,2022-01-18,19697.44,6.8,48,BIKE_LOAN,false
L000665,C000007,2021-03-11,17486.65,4.35,48,PERSONAL_LOAN,false
L000666,C000373,2022-12-25,34144.16,4.99,48,BIKE_LOAN,false
L000667,C000373,2022-10-03,33601.43,4.99,60,PERSONAL_LOAN,false
L000668,C000107,2021-05-27,22933.75,7.71,36,CAR_LOAN,false
L000669,C000303,2022-03-20,6714.83,4.96,36,BIKE_LOAN,false
L000670,C000237,2024-05-15,34720.24,3.32,24,BIKE_LOAN,false
L000671,C000252,2018-06-22,37557.57,4.31,60,BIKE_LOAN,false
L000672,C000379,2023-03-14,12429.85,7.25,24,BIKE_LOAN,false
L000673,C000328,2023-04-20,8215.43,6.5,36,BIKE_LOAN,false
L000674,C000465,2020-09-29,4194.59,7.09,48,CAR_LOAN,false
L000675,C000186,2024-07-08,23180.41,5.12,36,PERSONAL_LOAN,false
L000676,C000499,2019-05-05,18674.49,6.9,12,BIKE_LOAN,false
L000677,C000030,2019-08-22,16426.61,7.77,24,BIKE_LOAN,false
L000678,C000140,2022-01-19,20619.59,7.97,36,CAR_LOAN,false
L000679,C000272,2018-11-11,24582.39,7.1,24,CAR_LOAN,false
L000680,C000086,2024-02-06,16549.49,4.4,72,BIKE_LOAN,false
L000681,C000358,2022-01-24,7025.0,5.98,24,CAR_LOAN,false
L000682,C000145,2022-03-08,35709.93,4.97,24,CAR_LOAN,false
L000683,C000258,2020-06-24,37926.09,7.27,60,PERSONAL_LOAN,false
L000684,C000488,2023-11-24,38534.93,6.78,72,CAR_LOAN,false
L000685,C000470,2018-11-09,7895.76,3.29,12,BIKE_LOAN,false
L000686,C000354,2022-01-25,8838.59,5.15,60,PERSONAL_LOAN,false
L000687,C000176,2019-12-07,32815.59,2.67,12,CAR_LOAN,false
L000688,C000356,2019-08-07,31897.98,4.34,24,CAR_LOAN,false
L000689,C000218,2019-04-03,6264.88,7.15,48,CAR_LOAN,false
L000690,C000017,2023-10-05,27913.4,5.31,36,CAR_LOAN,false
L000691,C000342,2018-02-12,34691.11,7.19,60,CAR_LOAN,false
L000692,C000103,2020-01-27,31165.23,2.68,24,PERSONAL_LOAN,false
L000693,C000486,2024-07-02,17609.13,3.46,60,PERSONAL_LOAN,false
L000694,C000259,2024-05-24,5870.16,7.42,12,PERSONAL_LOAN,false
L000695,C000099,2021-02-28,10214.49,7.02,12,PERSONAL_LOAN,false
L000696,C000110,2023-08-28,38754.47,5.35,72,PERSONAL_LOAN,false
L000697,C000345,2019-03-16,10595.64,4.63,48,BIKE_LOAN,false
L000698,C000117,2022-07-28,7739.51,8.41,12,BIKE_LOAN,false
L000699,C000070,2023-07-24,35015.49,6.73,60,PERSONAL_LOAN,true
L000700,C000168,2023-07-16,7860.35,4.2,60,PERSONAL_LOAN,false
L000701,C000500,2022-12-24,12486.68,4.94,48,CAR_LOAN,false
L000702,C000459,2023-05-03,42441.44,4.7,12,PERSONAL_LOAN,false
L000703,C000054,2022-06-12,21398.45,6.45,12,CAR_LOAN,false
L000704,C000206,2024-08-15,44057.98,6.95,24,CAR_LOAN,false
L000705,C000102,2021-10-19,11411.07,7.56,48,CAR_LOAN,false
L000706,C000218,2023-08-07,14697.77,6.78,60,PERSONAL_LOAN,false
L000707,C000405,2022-06-28,17956.09,6.5,48,BIKE_LOAN,false
L000708,C000076,2023-02-06,7537.54,4.0,48,CAR_LOAN,false
L000709,C000069,2018-05-02,7183.34,2.82,12,BIKE_LOAN,false
L000710,C000498,2020-01-04,19070.59,6.58,24,BIKE_LOAN,false
L000711,C000050,2018-11-10,30765.39,5.62,48,BIKE_LOAN,false
L000712,C000339,2023-08-02,23590.52,4.07,36,PERSONAL_LOAN,false
L000713,C000488,2018-05-10,44609.89,7.78,12,BIKE_LOAN,false
L000714,C000437,2022-03-22,21587.36,2.72,24,PERSONAL_LOAN,false
L000715,C000400,2021-05-26,40157.41,3.48,48,CAR_LOAN,false
L000716,C000200,2023-06-20,35088.47,5.91,48,PERSONAL_LOAN,false
L000717,C000277,2024-06-01,22732.37,5.87,24,PERSONAL_LOAN,false
L000718,C000135,2023-07-20,27823.89,4.77,72,BIKE_LOAN,false
L000719,C000146,2021-08-05,5579.81,6.04,24,BIKE_LOAN,false
L000720,C000380,2024-07-19,4129.79,7.85,36,BIKE_LOAN,false
L000721,C000177,2022-01-03,20301.04,2.84,24,CAR_LOAN,false
L000722,C000160,2024-08-24,6567.55,6.63,36,CAR_LOAN,false
L000723,C000011,2024-01-15,16696.91,5.27,48,PERSONAL_LOAN,false
L000724,C000216,2020-12-28,3856.9,5.32,12,BIKE_LOAN,false
L000725,C000200,2021-08-13,27046.62,7.35,12,PERSONAL_LOAN,false
L000726,C000173,2023-07-28,24116.28,7.09,36,CAR_LOAN,false
